TransactionID,Date,Time,CustomerID,CardID,GasStationID,ProductID,Amount,Price
1,2012-08-24,09:41:00,31543,486621,3704,2,28,672.64
2,2012-08-24,10:03:00,46707,550134,3704,2,18,430.72
3,2012-08-24,10:03:00,46707,550134,3704,23,1,121.99
4,2012-08-24,13:53:00,7654,684220,656,5,5,120.74
5,2012-08-24,08:49:00,17373,536109,741,2,28,645.05
6,2012-08-24,08:53:00,7881,99745,741,5,4,96.84
7,2012-08-24,14:20:00,17241,571420,1152,5,4,81.94
8,2012-08-24,14:01:00,17320,729387,636,11,0,21.75
9,2012-08-24,14:01:00,17320,729387,636,2,34,771.06
10,2012-08-24,14:38:00,19111,726672,636,2,21,477.68
11,2012-08-24,16:46:00,19881,545633,3869,2,27,611.30
12,2012-08-24,04:19:00,30895,726796,967,2,20,455.75
13,2012-08-24,06:23:00,7626,735448,967,5,4,100.92
14,2012-08-24,06:42:00,7626,735171,967,5,4,101.33
15,2012-08-24,09:36:00,14728,570199,967,7,0,60.48
16,2012-08-24,11:47:00,30895,726795,967,2,30,683.63
17,2012-08-24,12:56:00,12731,715432,967,2,26,579.26
18,2012-08-24,16:32:00,30895,571030,967,2,27,615.27
19,2012-08-24,16:18:00,37407,455971,636,2,23,511.54
20,2012-08-24,16:25:00,18399,702374,636,2,25,566.49
21,2012-08-24,16:27:00,47144,535650,636,2,24,542.42
22,2012-08-24,16:31:00,28134,633204,636,5,6,147.38
23,2012-08-24,16:55:00,33094,464776,636,5,4,84.01
24,2012-08-24,18:03:00,19732,559289,636,2,31,710.01
25,2012-08-24,18:50:00,45853,726022,662,5,3,72.76
26,2012-08-23,20:19:00,49788,753582,910,2,22,520.56
27,2012-08-23,20:19:00,49788,753582,910,23,1,123.91
28,2012-08-24,05:02:00,6990,80700,910,2,22,519.37
29,2012-08-24,06:19:00,9635,600455,910,2,26,611.05
30,2012-08-24,06:27:00,33635,669476,910,9,28,707.86
31,2012-08-24,13:19:00,45860,667467,910,2,22,512.04
32,2012-08-24,14:48:00,5803,628769,910,2,23,544.35
33,2012-08-24,14:54:00,32388,648339,910,5,6,155.69
34,2012-08-24,10:51:00,12702,542820,1163,2,30,737.95
35,2012-08-24,14:59:00,20500,514652,1163,2,26,620.49
36,2012-08-23,20:12:00,23339,628682,3114,5,3,76.42
37,2012-08-24,05:39:00,13682,689434,3114,2,28,639.12
38,2012-08-24,17:05:00,47265,549064,1216,2,23,496.34
39,2012-08-24,18:34:00,40333,356026,1216,5,6,124.05
40,2012-08-24,07:23:00,10961,552465,3252,2,27,621.20
41,2012-08-24,08:16:00,12459,639977,3252,2,27,606.11
42,2012-08-24,10:43:00,39987,538299,3250,2,22,476.08
43,2012-08-24,12:42:00,13665,478582,3250,2,264,5762.49
44,2012-08-24,14:52:00,9885,591689,3250,2,16,343.53
45,2012-08-24,16:03:00,20321,667628,3250,22,18,162.37
46,2012-08-24,18:15:00,5404,529170,1249,2,30,681.76
47,2012-08-23,21:20:00,9627,587138,1262,2,91,1994.71
48,2012-08-24,04:43:00,2183,664247,1262,2,12,258.31
49,2012-08-24,04:43:00,2183,664247,1262,15,0,36.26
50,2012-08-24,05:09:00,30546,562672,3259,5,7,152.22
51,2012-08-24,05:50:00,5983,453912,48,2,37,847.70
52,2012-08-24,06:18:00,29793,468415,48,2,27,626.04
53,2012-08-24,03:53:00,5381,541461,1298,2,30,709.85
54,2012-08-24,10:38:00,8309,666275,1298,2,31,721.72
55,2012-08-24,09:16:00,46170,688291,48,2,29,656.57
56,2012-08-24,09:16:00,46170,688291,48,24,0,15.41
57,2012-08-24,09:47:00,20134,558228,48,2,24,556.71
58,2012-08-24,10:06:00,9177,493210,48,2,23,529.86
59,2012-08-24,11:19:00,27426,502658,48,2,48,1103.64
60,2012-08-24,11:31:00,19182,475541,48,9,34,837.21
61,2012-08-24,16:39:00,41943,688731,48,2,32,743.19
62,2012-08-24,17:24:00,9627,483371,48,2,15,348.37
63,2012-08-24,17:25:00,45993,678090,48,2,26,603.97
64,2012-08-24,17:59:00,19182,423740,3152,2,26,612.37
65,2012-08-23,22:59:00,18010,620316,128,2,33,718.32
66,2012-08-24,00:34:00,18010,520888,128,2,29,643.63
67,2012-08-24,15:45:00,19350,442661,3611,2,20,446.51
68,2012-08-24,15:53:00,15447,685895,3611,5,7,156.46
69,2012-08-24,06:11:00,47418,581880,1155,5,2,55.13
70,2012-08-24,19:21:00,7881,652363,3017,2,32,724.49
71,2012-08-24,10:25:00,30837,719420,1426,2,28,627.66
72,2012-08-24,12:08:00,37373,341267,1426,2,22,508.10
73,2012-08-24,16:13:00,37373,403083,1426,2,26,601.97
74,2012-08-24,16:22:00,30837,719417,1426,5,2,54.55
75,2012-08-24,06:53:00,31543,751841,1155,5,6,133.83
76,2012-08-24,08:40:00,30815,555003,1155,2,27,624.40
77,2012-08-24,09:18:00,41875,595023,1155,2,23,528.13
78,2012-08-24,10:12:00,6067,450132,1155,2,9,197.87
79,2012-08-24,10:18:00,6067,450132,1155,2,10,232.25
80,2012-08-24,10:40:00,6067,450131,1155,2,68,1560.00
81,2012-08-24,14:43:00,41875,647661,3398,2,22,486.17
82,2012-08-24,15:24:00,38508,507068,3398,15,0,33.82
83,2012-08-24,17:31:00,21336,592552,3398,15,0,48.42
84,2012-08-24,17:54:00,47330,568944,3398,2,23,512.72
85,2012-08-24,17:54:00,47330,568944,3398,15,0,55.72
86,2012-08-24,17:54:00,47330,568944,3398,11,0,24.82
87,2012-08-24,17:54:00,47330,568944,3398,12,0,163.84
88,2012-08-24,11:30:00,6067,481533,1155,2,65,1486.38
89,2012-08-24,11:46:00,6067,481527,1155,2,31,713.00
90,2012-08-24,11:55:00,6067,481524,1155,2,21,472.51
91,2012-08-24,12:05:00,6067,481525,1155,2,25,576.90
92,2012-08-24,12:12:00,29167,521615,1155,5,5,121.29
93,2012-08-23,23:00:00,30895,415328,1204,2,31,749.00
94,2012-08-24,07:41:00,7557,665541,1204,5,3,66.78
95,2012-08-24,09:13:00,27579,660091,1204,18,0,78.12
96,2012-08-24,09:13:00,27579,660091,1204,9,43,1122.27
97,2012-08-24,11:40:00,14370,163589,1231,2,13,294.68
98,2012-08-24,14:19:00,28134,707737,1231,2,25,583.74
99,2012-08-24,06:16:00,15899,581023,1425,2,126,2841.16
100,2012-08-24,08:10:00,19182,666533,1425,5,5,119.78
101,2012-08-24,11:17:00,8507,664507,1425,2,25,572.81
102,2012-08-24,15:51:00,31543,725893,1425,5,6,138.92
103,2012-08-23,22:42:00,41113,368353,3121,2,36,885.19
104,2012-08-24,00:49:00,44964,605910,3121,2,34,832.88
105,2012-08-24,12:51:00,28528,478203,754,2,25,555.96
106,2012-08-24,07:01:00,12702,629697,1206,2,26,615.77
107,2012-08-24,07:05:00,5536,57265,1206,2,23,539.41
108,2012-08-24,14:28:00,22090,545785,464,2,7,156.12
109,2012-08-24,16:29:00,46854,739263,1535,2,25,591.54
110,2012-08-24,13:56:00,6925,722637,1071,2,27,627.04
111,2012-08-24,17:47:00,31543,519126,1071,5,6,144.01
112,2012-08-24,04:31:00,23339,628700,3497,5,3,79.42
113,2012-08-24,07:37:00,6930,716319,3497,5,5,120.01
114,2012-08-24,11:01:00,8200,391790,3497,2,33,748.72
115,2012-08-24,14:38:00,12459,639930,3126,5,5,108.93
116,2012-08-24,17:11:00,23339,628699,3497,5,3,74.84
117,2012-08-24,06:04:00,6752,715706,3591,5,6,151.61
118,2012-08-24,06:10:00,47905,751510,3591,2,26,593.11
119,2012-08-24,16:41:00,31543,549271,3591,2,24,548.40
120,2012-08-24,17:42:00,6266,69593,3591,2,14,317.34
121,2012-08-24,10:08:00,31452,656024,954,2,33,784.27
122,2012-08-24,04:22:00,40719,358210,448,2,25,550.76
123,2012-08-24,05:13:00,6960,716339,448,5,1,25.83
124,2012-08-24,05:32:00,40719,588074,448,2,22,471.53
125,2012-08-24,07:42:00,30837,719011,448,5,5,103.54
126,2012-08-24,07:48:00,6960,702467,448,5,2,53.28
127,2012-08-24,08:07:00,7471,547674,448,5,4,92.92
128,2012-08-24,08:39:00,19870,720326,448,5,5,104.25
129,2012-08-24,09:00:00,40719,588072,448,2,25,535.80
130,2012-08-24,09:34:00,30837,718953,448,5,4,93.13
131,2012-08-24,10:41:00,38931,500092,448,2,15,332.45
132,2012-08-24,16:03:00,38508,346822,448,5,6,129.13
133,2012-08-24,17:35:00,48079,642420,448,2,20,430.74
134,2012-08-24,04:26:00,30837,466078,373,2,34,796.05
135,2012-08-24,06:19:00,30837,718756,373,5,3,72.03
136,2012-08-24,06:37:00,8200,391788,373,5,5,112.33
137,2012-08-24,06:46:00,32379,739600,373,5,0,11.20
138,2012-08-24,07:07:00,11453,690988,373,5,5,112.33
139,2012-08-24,10:14:00,11453,542116,373,5,2,56.59
140,2012-08-24,10:24:00,34780,563941,373,2,91,2146.30
141,2012-08-24,14:58:00,21016,525910,3589,2,23,538.32
142,2012-08-24,15:16:00,12595,691447,3589,5,5,116.39
143,2012-08-24,09:31:00,45968,726465,3319,2,26,623.32
144,2012-08-24,10:22:00,8957,504728,3319,5,1,28.73
145,2012-08-24,13:35:00,48079,642477,3319,2,24,564.82
146,2012-08-24,13:35:00,48079,642477,3319,15,0,43.56
147,2012-08-24,14:41:00,33585,607593,3319,2,36,846.52
148,2012-08-24,14:41:00,33585,607593,3319,23,1,123.91
149,2012-08-24,07:14:00,22275,714338,3319,2,35,839.09
150,2012-08-24,09:15:00,35872,618239,3319,5,3,72.03
151,2012-08-24,06:51:00,7525,722810,150,5,4,101.46
152,2012-08-24,18:27:00,18831,732572,1410,5,1,29.11
153,2012-08-24,18:33:00,10810,547125,1410,2,31,757.27
154,2012-08-24,11:53:00,31214,710676,236,2,30,646.17
155,2012-08-24,14:13:00,22123,545801,236,2,25,554.09
156,2012-08-24,14:20:00,28974,549106,236,2,21,459.89
157,2012-08-24,05:00:00,30837,719466,3534,2,10,224.79
158,2012-08-24,06:14:00,21664,506052,3534,5,6,140.51
159,2012-08-24,09:06:00,7773,574012,3534,2,35,828.63
160,2012-08-24,09:57:00,20709,531616,3534,2,27,638.87
161,2012-08-24,16:04:00,15692,611688,260,2,25,608.74
162,2012-08-24,14:24:00,17057,563263,236,2,25,554.09
163,2012-08-24,15:23:00,28527,711723,236,2,27,599.08
164,2012-08-24,15:28:00,6896,599383,236,5,7,154.56
165,2012-08-24,16:36:00,25266,765235,3667,2,11,274.76
166,2012-08-24,06:08:00,45137,726937,744,5,1,16.38
167,2012-08-24,07:27:00,7654,733778,3574,5,4,86.19
168,2012-08-24,09:25:00,31543,520565,3574,2,27,635.31
169,2012-08-24,12:27:00,46532,485853,930,5,5,124.91
170,2012-08-24,09:24:00,27026,617925,1568,2,18,411.90
171,2012-08-24,10:56:00,27026,617972,1568,2,15,353.05
172,2012-08-24,10:56:00,27026,561544,1568,2,5,105.92
173,2012-08-24,14:26:00,46647,485160,3211,9,46,1040.87
174,2012-08-24,14:26:00,46647,485160,3211,15,0,48.42
175,2012-08-24,15:32:00,7626,735188,3211,5,5,117.28
176,2012-08-24,09:11:00,21783,624858,924,20,47,1090.42
177,2012-08-24,14:00:00,19182,583924,3134,2,20,483.32
178,2012-08-24,14:00:00,19182,583924,3134,23,1,123.91
179,2012-08-24,16:04:00,7796,493780,3134,2,26,632.15
180,2012-08-24,16:56:00,13632,549021,3134,5,7,168.84
181,2012-08-24,13:54:00,45137,726937,597,2,25,561.92
182,2012-08-24,13:14:00,30392,527096,1293,20,29,661.32
183,2012-08-24,13:11:00,8619,663150,3095,5,5,118.56
184,2012-08-24,10:40:00,45176,496146,638,2,24,551.18
185,2012-08-24,10:40:00,45176,496146,638,11,0,73.63
186,2012-08-24,13:47:00,45968,726392,347,2,22,486.72
187,2012-08-24,13:33:00,17942,728352,2963,2,24,565.76
188,2012-08-24,11:08:00,48294,736969,3069,5,1,13.59
189,2012-08-24,14:53:00,16254,637636,546,2,19,407.84
190,2012-08-24,15:25:00,19870,619480,546,2,25,543.94
191,2012-08-24,15:34:00,11597,141110,546,2,21,456.07
192,2012-08-24,16:44:00,16280,775890,546,2,7,156.86
193,2012-08-24,17:01:00,47057,532906,546,2,22,486.97
194,2012-08-24,18:44:00,5425,696634,546,2,17,366.63
195,2012-08-24,04:57:00,11529,548985,105,5,5,109.10
196,2012-08-24,14:56:00,10961,621973,624,2,30,734.98
197,2012-08-24,11:56:00,6158,563828,3774,5,4,99.24
198,2012-08-24,11:31:00,12970,587430,1010,5,5,112.30
199,2012-08-24,08:13:00,5381,541445,345,2,17,376.20
200,2012-08-24,08:36:00,44644,586378,345,2,23,504.30
201,2012-08-24,11:49:00,11189,574225,539,2,22,478.39
202,2012-08-24,11:49:00,11189,574225,539,23,1,47.07
203,2012-08-24,16:47:00,35461,655688,539,2,111,2437.98
204,2012-08-24,13:23:00,16509,470416,345,9,25,613.41
205,2012-08-24,15:44:00,7471,85219,345,5,3,67.28
206,2012-08-24,17:17:00,5381,541396,345,2,33,728.43
207,2012-08-24,17:17:00,5381,541396,345,23,1,123.91
208,2012-08-24,17:20:00,31699,679521,345,2,26,579.94
209,2012-08-24,17:25:00,5381,673569,345,5,2,45.63
210,2012-08-24,17:34:00,5381,541430,345,2,61,1344.79
211,2012-08-24,11:16:00,7168,716461,3490,2,15,339.94
212,2012-08-24,08:13:00,8619,394410,543,5,3,68.55
213,2012-08-24,13:19:00,17320,700623,3689,2,31,754.68
214,2012-08-24,06:32:00,31130,575737,3396,15,0,43.56
215,2012-08-24,07:01:00,5113,481368,3396,5,6,138.20
216,2012-08-24,07:01:00,37123,417978,3566,2,43,1030.21
217,2012-08-24,07:53:00,7654,600392,3566,5,3,63.85
218,2012-08-24,08:07:00,30837,718701,3566,5,4,110.37
219,2012-08-24,08:09:00,14207,700230,3566,5,5,112.92
220,2012-08-24,08:42:00,9476,680551,3566,2,28,667.87
221,2012-08-24,08:42:00,9476,680551,3566,15,0,43.56
222,2012-08-24,08:42:00,9476,680551,3566,23,1,123.91
223,2012-08-24,07:01:00,5113,481368,3396,15,0,38.69
224,2012-08-24,07:04:00,11524,636498,3396,2,30,722.57
225,2012-08-24,09:19:00,1227,604071,3396,2,34,814.08
226,2012-08-24,10:17:00,5443,581652,3396,5,2,58.04
227,2012-08-24,11:49:00,5905,508329,3396,2,28,676.45
228,2012-08-24,05:12:00,6930,716320,473,2,57,1333.96
229,2012-08-24,10:08:00,26583,497106,473,5,1,25.22
230,2012-08-24,16:56:00,28134,666939,473,2,3,59.31
231,2012-08-24,12:20:00,8507,641263,3396,2,30,737.95
232,2012-08-24,08:05:00,19907,474137,2716,2,25,614.08
233,2012-08-24,14:57:00,7471,640947,3394,2,24,521.33
234,2012-08-24,14:36:00,47304,550212,3552,2,30,682.51
235,2012-08-24,17:22:00,11779,142402,850,2,26,601.63
236,2012-08-24,09:28:00,16280,592843,305,2,31,705.30
237,2012-08-24,11:42:00,11235,705989,305,5,7,155.47
238,2012-08-24,13:18:00,30895,572166,305,2,34,763.39
239,2012-08-24,12:54:00,28875,707952,175,2,25,565.01
240,2012-08-24,08:57:00,39690,519534,97,2,17,397.06
241,2012-08-24,08:57:00,39690,519534,97,15,0,28.96
242,2012-08-24,08:57:00,39690,519534,97,12,0,27.94
243,2012-08-24,15:29:00,19907,453192,981,2,27,617.77
244,2012-08-24,12:12:00,3954,643131,4692,317,17,15.20
245,2012-08-24,15:34:00,3334,726382,4692,322,88,86.69
246,2012-08-24,11:24:00,4230,733219,4932,336,0,1.76
247,2012-08-24,11:24:00,4230,733219,4932,317,23,20.67
248,2012-08-24,13:36:00,2635,403868,4932,317,22,20.17
249,2012-08-24,15:20:00,48664,737360,4932,332,43,44.47
250,2012-08-24,16:06:00,31498,625896,4932,322,25,624.22
251,2012-08-24,12:10:00,44480,559516,4565,317,17,388.53
252,2012-08-24,18:11:00,4573,586735,4566,317,15,12.93
253,2012-08-24,14:40:00,5104,603366,4568,317,18,15.89
254,2012-08-24,11:36:00,3579,553874,4545,322,17,16.99
255,2012-08-24,11:36:00,3579,553874,4545,341,1,9.60
256,2012-08-24,13:52:00,4573,586740,4545,336,1,14.66
257,2012-08-24,13:52:00,4573,586740,4545,341,1,9.60
258,2012-08-24,14:36:00,3991,673162,4545,317,20,17.56
259,2012-08-24,17:09:00,2839,591220,4545,317,8,7.35
260,2012-08-24,11:57:00,2738,26228,4694,317,14,12.69
261,2012-08-24,14:41:00,4789,683477,4580,332,36,36.27
262,2012-08-24,04:18:00,3063,30883,5043,322,46,45.58
263,2012-08-24,09:50:00,3367,33446,5043,317,16,14.46
264,2012-08-24,09:50:00,3367,33446,5043,341,1,7.00
265,2012-08-24,05:57:00,3884,37489,5131,317,28,25.58
266,2012-08-24,06:28:00,3125,585179,5131,317,17,15.27
267,2012-08-24,04:58:00,2464,429256,4909,317,23,20.56
268,2012-08-24,13:08:00,48126,687570,4909,317,15,13.77
269,2012-08-24,17:51:00,2464,686349,4909,317,14,13.00
270,2012-08-24,12:10:00,48664,737416,5128,341,1,8.08
271,2012-08-24,11:11:00,3014,401151,5134,322,36,34.86
272,2012-08-24,11:11:00,3014,401151,5134,352,1,3.78
273,2012-08-24,14:59:00,2947,29378,5134,322,61,59.83
274,2012-08-24,06:59:00,3655,35708,5129,317,13,12.05
275,2012-08-24,11:40:00,2584,732994,5129,317,24,21.17
276,2012-08-24,13:53:00,4767,672988,5129,322,46,45.10
277,2012-08-24,13:53:00,4767,672988,5129,341,1,7.12
278,2012-08-24,16:20:00,6392,692588,3505,5,4,104.66
279,2012-08-24,16:20:00,6392,692588,3505,15,0,41.12
280,2012-08-24,17:47:00,27840,559732,3505,2,32,738.48
281,2012-08-24,18:49:00,39273,510661,3505,5,2,53.74
282,2012-08-24,21:08:00,25266,765223,3505,2,5,112.38
283,2012-08-24,14:01:00,19902,525147,3634,5,4,87.61
284,2012-08-24,18:09:00,46320,697507,3546,5,4,100.60
285,2012-08-24,19:10:00,5563,616161,3546,2,13,304.36
286,2012-08-24,04:34:00,11246,581530,3876,5,5,110.26
287,2012-08-24,07:13:00,16109,608663,3876,15,0,30.42
288,2012-08-24,07:53:00,48018,633130,3876,5,6,132.73
289,2012-08-24,09:18:00,29732,575459,3876,2,46,1046.58
290,2012-08-24,13:39:00,29732,700706,3876,2,41,933.02
291,2012-08-24,14:30:00,12282,680666,1040,5,7,175.78
292,2012-08-24,05:28:00,14788,711961,2739,5,6,146.01
293,2012-08-24,18:43:00,49070,739366,2739,2,15,332.45
294,2012-08-24,07:38:00,31543,296742,3621,5,6,155.49
295,2012-08-24,08:05:00,45176,548815,3621,15,0,24.09
296,2012-08-24,08:29:00,42808,509930,3621,2,25,615.08
297,2012-08-24,09:52:00,5983,613343,3621,2,14,351.87
298,2012-08-24,10:06:00,19131,196508,3621,5,5,132.97
299,2012-08-24,12:35:00,10993,482466,3621,2,25,617.42
300,2012-08-24,13:44:00,28134,486825,3621,2,19,455.07
301,2012-08-24,14:54:00,31543,662489,3621,2,20,495.65
302,2012-08-24,14:58:00,5957,543796,3621,31,31,859.01
303,2012-08-24,15:13:00,14370,705169,3621,2,25,596.76
304,2012-08-24,14:23:00,14710,577381,3871,2,19,447.58
305,2012-08-24,08:49:00,24163,565969,4428,5,4,90.99
306,2012-08-24,08:50:00,24455,699989,4428,15,0,43.56
307,2012-08-24,14:49:00,5536,577952,4428,15,0,72.76
308,2012-08-24,14:49:00,5536,577952,4428,23,1,286.24
309,2012-08-24,11:34:00,5425,463774,4276,72,0,33.18
310,2012-08-24,09:27:00,35693,609053,3748,9,28,690.89
311,2012-08-24,10:01:00,37123,718034,3748,2,34,752.90
312,2012-08-24,10:25:00,7654,544171,3748,9,33,802.92
313,2012-08-24,10:58:00,5425,720047,3748,2,23,523.93
314,2012-08-24,12:14:00,21887,500197,3748,2,42,937.64
315,2012-08-24,13:02:00,1057,585106,3748,23,1,123.91
316,2012-08-24,13:02:00,1057,585106,3748,36,1,149.29
317,2012-08-24,13:13:00,11189,479657,3748,2,27,612.33
318,2012-08-24,13:13:00,11189,479657,3748,23,1,123.91
319,2012-08-24,14:47:00,33094,763413,3748,2,21,477.01
320,2012-08-24,10:00:00,48079,642518,2732,5,5,109.10
321,2012-08-24,04:27:00,27026,627262,2417,2,48,1066.97
322,2012-08-24,04:32:00,27026,627262,2417,2,15,336.31
323,2012-08-24,06:25:00,6768,619350,2417,2,25,555.85
324,2012-08-24,07:21:00,12276,639606,2417,2,33,738.51
325,2012-08-24,07:40:00,20529,599219,2417,5,6,131.35
326,2012-08-24,11:30:00,7626,735349,2417,5,6,134.19
327,2012-08-24,12:31:00,39407,662027,2417,2,140,3101.98
328,2012-08-24,09:23:00,17077,601967,3077,5,6,135.71
329,2012-08-24,13:59:00,6990,80668,3077,2,28,650.98
330,2012-08-24,05:02:00,43643,640436,3251,5,5,107.83
331,2012-08-24,14:22:00,21510,505976,3251,2,27,591.98
332,2012-08-24,05:35:00,10717,502331,4342,5,5,116.11
333,2012-08-24,08:13:00,8507,664555,4347,2,25,583.74
334,2012-08-24,08:41:00,8538,509809,4347,5,5,115.97
